100_ep0.05_0_gilbert_3.in,95,4,DG,95,5,DL
100_ep0.05_0_gilbert_4.in,94,5,DG,94,5,DL
100_ep0.05_0_gilbert_5.in,96,4,DG,96,4,DL
100_ep0.05_0_gilbert_6.in,95,5,DG,95,5,DL
100_ep0.05_0_gilbert_7.in,95,5,DG,93,6,DL
100_ep0.05_0_gilbert_8.in,95,5,DG,94,5,DL
100_ep0.05_0_gilbert_9.in,94,4,DG,92,5,DL
100_ep0.075_0_gilbert_1.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_10.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_2.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_3.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_4.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_5.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_6.in,96,3,DG,96,4,DL
100_ep0.075_0_gilbert_7.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_8.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_9.in,96,4,DG,95,4,DL
100_ep0.1_0_gilbert_1.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_10.in,96,4,DG,96,4,DL
100_ep0.1_0_gilbert_2.in,96,3,DG,96,3,DL
100_ep0.1_0_gilbert_3.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_4.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_5.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_6.in,97,3,DG,96,3,DL
100_ep0.1_0_gilbert_7.in,96,3,DG,96,3,DL
100_ep0.1_0_gilbert_8.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_9.in,97,3,DG,96,3,DL
500_ep0.015_0_gilbert_1.in,494,5,DG,495,5,DL
500_ep0.015_0_gilbert_10.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_2.in,495,5,DG,494,5,DL
500_ep0.015_0_gilbert_3.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_4.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_5.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_6.in,496,4,DG,495,5,DL
500_ep0.015_0_gilbert_7.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_8.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_9.in,495,5,DG,495,5,DL
500_ep0.025_0_gilbert_1.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_10.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_2.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_3.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_4.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_5.in,496,3,DG,496,3,DL
500_ep0.025_0_gilbert_6.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_7.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_8.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_9.in,496,3,DG,496,3,DL
500_ep0.02_0_gilbert_1.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_10.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_2.in,495,4,DG,496,4,DL
500_ep0.02_0_gilbert_3.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_4.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_5.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_6.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_7.in,495,5,DG,495,5,DL
500_ep0.02_0_gilbert_8.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_9.in,496,4,DG,496,4,DL
50_ep0.15_0_gilbert_1.in,47,3,DG,46,3,DL
50_ep0.15_0_gilbert_10.in,47,3,DG,47,3,DL
50_ep0.15_0_gilbert_2.in,46,4,DG,46,4,DL
50_ep0.15_0_gilbert_3.in,46,3,DG,46,3,DL
50_ep0.15_0_gilbert_4.in,47,3,DG,46,4,DL
50_ep0.15_0_gilbert_5.in,46,4,DG,46,4,DL
50_ep0.15_0_gilbert_6.in,47,3,DG,47,3,DL
50_ep0.15_0_gilbert_7.in,47,3,DG,47,3,DL
50_ep0.15_0_gilbert_8.in,47,3,DG,47,3,DL
50_ep0.15_0_gilbert_9.in,46,3,DG,46,4,DL
50_ep0.1_0_gilbert_1.in,44,5,DG,43,4,DL
50_ep0.1_0_gilbert_10.in,45,4,DG,45,4,DL
50_ep0.1_0_gilbert_2.in,45,4,DG,45,4,DL
50_ep0.1_0_gilbert_3.in,44,5,DG,43,5,DL
50_ep0.1_0_gilbert_4.in,46,4,DG,45,4,DL
50_ep0.1_0_gilbert_5.in,46,4,DG,45,4,DL
50_ep0.1_0_gilbert_6.in,45,5,DG,44,6,DL
50_ep0.1_0_gilbert_7.in,46,3,DG,46,4,DL
50_ep0.1_0_gilbert_8.in,44,5,DG,45,5,DL
50_ep0.1_0_gilbert_9.in,46,4,DG,45,4,DL
50_ep0.2_0_gilbert_1.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_10.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_2.in,47,2,DG,47,2,DL
50_ep0.2_0_gilbert_3.in,46,3,DG,46,4,DL
50_ep0.2_0_gilbert_4.in,47,2,DG,47,3,DL
50_ep0.2_0_gilbert_5.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_6.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_7.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_8.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_9.in,47,3,DG,47,3,DL
1000_ep0.0075_0_gilbert_1.in,994,5,DG,994,6,DL
1000_ep0.0075_0_gilbert_10.in,995,5,DG,995,5,DL
1000_ep0.0075_0_gilbert_2.in,995,5,DG,995,5,DL
1000_ep0.0075_0_gilbert_3.in,994,5,DG,994,6,DL
1000_ep0.0075_0_gilbert_4.in,994,6,DG,1,0,DL
1000_ep0.0075_0_gilbert_5.in,994,5,DG,994,5,DL
1000_ep0.0075_0_gilbert_6.in,994,6,DG,993,6,DL
1000_ep0.0075_0_gilbert_7.in,994,5,DG,994,6,DL
1000_ep0.0075_0_gilbert_8.in,994,5,DG,994,5,DL
1000_ep0.0075_0_gilbert_9.in,995,5,DG,994,5,DL
1000_ep0.0125_0_gilbert_1.in,996,4,DG,996,4,DL
1000_ep0.0125_0_gilbert_10.in,995,5,DG,995,5,DL
1000_ep0.0125_0_gilbert_2.in,996,4,DG,996,4,DL
1000_ep0.0125_0_gilbert_3.in,996,4,DG,996,4,DL
1000_ep0.0125_0_gilbert_4.in,996,4,DG,995,4,DL
1000_ep0.0125_0_gilbert_5.in,996,4,DG,996,4,DL
1000_ep0.0125_0_gilbert_6.in,996,4,DG,996,4,DL
1000_ep0.0125_0_gilbert_7.in,996,4,DG,996,4,DL
1000_ep0.0125_0_gilbert_8.in,996,4,DG,996,4,DL
1000_ep0.0125_0_gilbert_9.in,996,4,DG,996,4,DL
1000_ep0.01_0_gilbert_1.in,996,4,DG,996,4,DL
1000_ep0.01_0_gilbert_10.in,996,4,DG,995,4,DL
1000_ep0.01_0_gilbert_2.in,995,4,DG,995,4,DL
1000_ep0.01_0_gilbert_3.in,995,5,DG,995,5,DL
1000_ep0.01_0_gilbert_4.in,995,4,DG,995,4,DL
1000_ep0.01_0_gilbert_5.in,995,5,DG,995,5,DL
1000_ep0.01_0_gilbert_6.in,995,5,DG,995,5,DL
1000_ep0.01_0_gilbert_7.in,996,4,DG,996,4,DL
1000_ep0.01_0_gilbert_8.in,995,5,DG,995,5,DL
1000_ep0.01_0_gilbert_9.in,995,5,DG,995,5,DL
1000_r0.058_0_geom_1.gin,976,23,DG,976,23,DL
1000_r0.058_0_geom_10.gin,974,26,DG,974,26,DL
1000_r0.058_0_geom_2.gin,973,26,DG,972,27,DL
1000_r0.058_0_geom_3.gin,969,27,DG,968,27,DL
1000_r0.058_0_geom_4.gin,974,24,DG,974,25,DL
1000_r0.058_0_geom_5.gin,969,31,DG,970,30,DL
1000_r0.058_0_geom_6.gin,978,21,DG,978,20,DL
1000_r0.058_0_geom_7.gin,965,32,DG,963,33,DL
1000_r0.058_0_geom_8.gin,977,22,DG,977,23,DL
1000_r0.058_0_geom_9.gin,969,31,DG,970,30,DL
1000_r0.05_0_geom_1.gin,971,28,DG,970,30,DL
1000_r0.05_0_geom_10.gin,976,24,DG,975,24,DL
1000_r0.05_0_geom_2.gin,967,32,DG,966,34,DL
1000_r0.05_0_geom_3.gin,976,24,DG,976,24,DL
1000_r0.05_0_geom_4.gin,953,39,DG,954,39,DL
1000_r0.05_0_geom_5.gin,963,26,DG,965,27,DL
1000_r0.05_0_geom_6.gin,962,37,DG,963,36,DL
1000_r0.05_0_geom_7.gin,963,33,DG,966,34,DL
1000_r0.05_0_geom_8.gin,968,30,DG,951,32,DL
1000_r0.05_0_geom_9.gin,958,38,DG,945,37,DL
1000_r0.065_0_geom_1.gin,981,19,DG,981,19,DL
1000_r0.065_0_geom_10.gin,981,19,DG,981,19,DL
1000_r0.065_0_geom_2.gin,982,18,DG,981,19,DL
1000_r0.065_0_geom_3.gin,980,20,DG,980,20,DL
1000_r0.065_0_geom_4.gin,981,19,DG,981,19,DL
1000_r0.065_0_geom_5.gin,983,17,DG,984,16,DL
1000_r0.065_0_geom_6.gin,979,20,DG,979,20,DL
1000_r0.065_0_geom_7.gin,980,19,DG,980,19,DL
1000_r0.065_0_geom_8.gin,982,18,DG,982,18,DL
1000_r0.065_0_geom_9.gin,984,16,DG,984,16,DL
100_ep0.075_0_gilbert_1.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_10.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_2.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_3.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_4.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_5.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_6.in,96,3,DG,96,4,DL
100_ep0.075_0_gilbert_7.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_8.in,96,4,DG,96,4,DL
100_ep0.075_0_gilbert_9.in,96,4,DG,95,4,DL
100_ep0.125_0_gilbert_1.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_10.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_2.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_3.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_4.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_5.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_6.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_7.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_8.in,97,3,DG,97,3,DL
100_ep0.125_0_gilbert_9.in,97,3,DG,96,3,DL
100_ep0.1_0_gilbert_1.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_10.in,96,4,DG,96,4,DL
100_ep0.1_0_gilbert_2.in,96,3,DG,96,3,DL
100_ep0.1_0_gilbert_3.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_4.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_5.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_6.in,97,3,DG,96,3,DL
100_ep0.1_0_gilbert_7.in,96,3,DG,96,3,DL
100_ep0.1_0_gilbert_8.in,97,3,DG,97,3,DL
100_ep0.1_0_gilbert_9.in,97,3,DG,96,3,DL
100_r0.169_0_geom_1.gin,91,9,DG,7,2,DL
100_r0.169_0_geom_10.gin,91,9,DG,90,9,DL
100_r0.169_0_geom_2.gin,87,12,DG,86,14,DL
100_r0.169_0_geom_3.gin,91,9,DG,91,9,DL
100_r0.169_0_geom_4.gin,87,10,DG,91,9,DL
100_r0.169_0_geom_5.gin,91,9,DG,91,8,DL
100_r0.169_0_geom_6.gin,92,8,DG,93,7,DL
100_r0.169_0_geom_7.gin,93,7,DG,91,8,DL
100_r0.169_0_geom_8.gin,91,8,DG,86,11,DL
100_r0.169_0_geom_9.gin,90,10,DG,10,3,DL
100_r0.195_0_geom_1.gin,94,6,DG,94,6,DL
100_r0.195_0_geom_10.gin,94,6,DG,94,6,DL
100_r0.195_0_geom_2.gin,93,7,DG,93,7,DL
100_r0.195_0_geom_3.gin,91,9,DG,91,9,DL
100_r0.195_0_geom_4.gin,91,9,DG,89,10,DL
100_r0.195_0_geom_5.gin,94,6,DG,94,6,DL
100_r0.195_0_geom_6.gin,94,5,DG,94,5,DL
100_r0.195_0_geom_7.gin,91,8,DG,91,8,DL
100_r0.195_0_geom_8.gin,91,9,DG,90,9,DL
100_r0.195_0_geom_9.gin,94,6,DG,94,6,DL
100_r0.219_0_geom_1.gin,94,6,DG,94,6,DL
100_r0.219_0_geom_10.gin,93,7,DG,93,7,DL
100_r0.219_0_geom_2.gin,94,6,DG,94,6,DL
100_r0.219_0_geom_3.gin,94,6,DG,94,6,DL
100_r0.219_0_geom_4.gin,95,4,DG,95,4,DL
100_r0.219_0_geom_5.gin,93,7,DG,92,8,DL
100_r0.219_0_geom_6.gin,93,6,DG,94,6,DL
100_r0.219_0_geom_7.gin,95,5,DG,95,5,DL
100_r0.219_0_geom_8.gin,93,7,DG,93,7,DL
100_r0.219_0_geom_9.gin,93,7,DG,93,6,DL
500_ep0.015_0_gilbert_1.in,494,5,DG,495,5,DL
500_ep0.015_0_gilbert_10.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_2.in,495,5,DG,494,5,DL
500_ep0.015_0_gilbert_3.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_4.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_5.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_6.in,496,4,DG,495,5,DL
500_ep0.015_0_gilbert_7.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_8.in,495,5,DG,495,5,DL
500_ep0.015_0_gilbert_9.in,495,5,DG,495,5,DL
500_ep0.025_0_gilbert_1.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_10.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_2.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_3.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_4.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_5.in,496,3,DG,496,3,DL
500_ep0.025_0_gilbert_6.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_7.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_8.in,496,4,DG,496,4,DL
500_ep0.025_0_gilbert_9.in,496,3,DG,496,3,DL
500_ep0.02_0_gilbert_1.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_10.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_2.in,495,4,DG,496,4,DL
500_ep0.02_0_gilbert_3.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_4.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_5.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_6.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_7.in,495,5,DG,495,5,DL
500_ep0.02_0_gilbert_8.in,496,4,DG,496,4,DL
500_ep0.02_0_gilbert_9.in,496,4,DG,496,4,DL
500_r0.071_0_geom_1.gin,477,22,DG,479,21,DL
500_r0.071_0_geom_10.gin,475,25,DG,475,25,DL
500_r0.071_0_geom_2.gin,478,21,DG,477,22,DL
500_r0.071_0_geom_3.gin,478,22,DG,475,22,DL
500_r0.071_0_geom_4.gin,456,32,DG,469,30,DL
500_r0.071_0_geom_5.gin,483,16,DG,484,15,DL
500_r0.071_0_geom_6.gin,474,24,DG,474,24,DL
500_r0.071_0_geom_7.gin,474,25,DG,475,25,DL
500_r0.071_0_geom_8.gin,481,19,DG,3,1,DL
500_r0.071_0_geom_9.gin,474,22,DG,474,21,DL
500_r0.083_0_geom_1.gin,482,18,DG,482,18,DL
500_r0.083_0_geom_10.gin,482,17,DG,482,17,DL
500_r0.083_0_geom_2.gin,482,17,DG,482,17,DL
500_r0.083_0_geom_3.gin,479,15,DG,483,16,DL
500_r0.083_0_geom_4.gin,481,19,DG,481,19,DL
500_r0.083_0_geom_5.gin,484,16,DG,484,16,DL
500_r0.083_0_geom_6.gin,478,22,DG,3,1,DL
500_r0.083_0_geom_7.gin,479,21,DG,32,6,DL
500_r0.083_0_geom_8.gin,484,16,DG,484,16,DL
500_r0.083_0_geom_9.gin,485,15,DG,485,15,DL
500_r0.093_0_geom_1.gin,485,15,DG,486,14,DL
500_r0.093_0_geom_10.gin,486,14,DG,486,14,DL
500_r0.093_0_geom_2.gin,484,15,DG,484,15,DL
500_r0.093_0_geom_3.gin,488,11,DG,488,11,DL
500_r0.093_0_geom_4.gin,485,15,DG,485,15,DL
500_r0.093_0_geom_5.gin,486,13,DG,486,13,DL
500_r0.093_0_geom_6.gin,485,15,DG,484,15,DL
500_r0.093_0_geom_7.gin,485,15,DG,484,15,DL
500_r0.093_0_geom_8.gin,487,13,DG,487,12,DL
500_r0.093_0_geom_9.gin,483,15,DG,483,15,DL
50_ep0.15_0_gilbert_1.in,47,3,DG,46,3,DL
50_ep0.15_0_gilbert_10.in,47,3,DG,47,3,DL
50_ep0.15_0_gilbert_2.in,46,4,DG,46,4,DL
50_ep0.15_0_gilbert_3.in,46,3,DG,46,3,DL
50_ep0.15_0_gilbert_4.in,47,3,DG,46,4,DL
50_ep0.15_0_gilbert_5.in,46,4,DG,46,4,DL
50_ep0.15_0_gilbert_6.in,47,3,DG,47,3,DL
50_ep0.15_0_gilbert_7.in,47,3,DG,47,3,DL
50_ep0.15_0_gilbert_8.in,47,3,DG,47,3,DL
50_ep0.15_0_gilbert_9.in,46,3,DG,46,4,DL
50_ep0.25_0_gilbert_1.in,47,3,DG,47,3,DL
50_ep0.25_0_gilbert_10.in,47,2,DG,47,2,DL
50_ep0.25_0_gilbert_2.in,47,3,DG,47,3,DL
50_ep0.25_0_gilbert_3.in,47,3,DG,47,3,DL
50_ep0.25_0_gilbert_4.in,47,3,DG,47,3,DL
50_ep0.25_0_gilbert_5.in,47,2,DG,47,3,DL
50_ep0.25_0_gilbert_6.in,48,2,DG,48,2,DL
50_ep0.25_0_gilbert_7.in,48,2,DG,47,2,DL
50_ep0.25_0_gilbert_8.in,47,3,DG,47,3,DL
50_ep0.25_0_gilbert_9.in,48,2,DG,48,2,DL
50_ep0.2_0_gilbert_1.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_10.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_2.in,47,2,DG,47,2,DL
50_ep0.2_0_gilbert_3.in,46,3,DG,46,4,DL
50_ep0.2_0_gilbert_4.in,47,2,DG,47,3,DL
50_ep0.2_0_gilbert_5.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_6.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_7.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_8.in,47,3,DG,47,3,DL
50_ep0.2_0_gilbert_9.in,47,3,DG,47,3,DL
50_r0.259_0_geom_1.gin,44,5,DG,44,5,DL
50_r0.259_0_geom_10.gin,44,5,DG,43,6,DL
50_r0.259_0_geom_2.gin,44,6,DG,43,7,DL
50_r0.259_0_geom_3.gin,36,10,DG,16,4,DL
50_r0.259_0_geom_4.gin,44,6,DG,43,6,DL
50_r0.259_0_geom_5.gin,37,6,DG,36,5,DL
50_r0.259_0_geom_6.gin,45,5,DG,45,5,DL
50_r0.259_0_geom_7.gin,43,7,DG,9,1,DL
50_r0.259_0_geom_8.gin,37,9,DG,32,6,DL
50_r0.259_0_geom_9.gin,45,5,DG,45,5,DL
50_r0.299_0_geom_1.gin,44,6,DG,40,3,DL
50_r0.299_0_geom_10.gin,46,4,DG,46,4,DL
50_r0.299_0_geom_2.gin,45,5,DG,45,5,DL
50_r0.299_0_geom_3.gin,46,4,DG,46,4,DL
50_r0.299_0_geom_4.gin,44,5,DG,2,1,DL
50_r0.299_0_geom_5.gin,46,4,DG,46,4,DL
50_r0.299_0_geom_6.gin,45,5,DG,45,5,DL
50_r0.299_0_geom_7.gin,45,5,DG,45,5,DL
50_r0.299_0_geom_8.gin,46,4,DG,46,4,DL
50_r0.299_0_geom_9.gin,45,5,DG,45,5,DL
50_r0.334_0_geom_1.gin,47,3,DG,47,3,DL
50_r0.334_0_geom_10.gin,47,3,DG,47,3,DL
50_r0.334_0_geom_2.gin,45,5,DG,45,5,DL
50_r0.334_0_geom_3.gin,47,3,DG,47,3,DL
50_r0.334_0_geom_4.gin,46,4,DG,46,4,DL
50_r0.334_0_geom_5.gin,46,4,DG,46,4,DL
50_r0.334_0_geom_6.gin,47,3,DG,47,3,DL
50_r0.334_0_geom_7.gin,45,5,DG,45,5,DL
50_r0.334_0_geom_8.gin,46,4,DG,46,4,DL
50_r0.334_0_geom_9.gin,46,4,DG,46,4,DL
100_ep0.075_degree_erdos_1.in,97,3,DG,97,3,DL
100_ep0.075_degree_erdos_10.in,96,3,DG,96,3,DL
100_ep0.075_degree_erdos_2.in,97,3,DG,97,3,DL
100_ep0.075_degree_erdos_3.in,97,3,DG,96,3,DL
100_ep0.075_degree_erdos_4.in,96,3,DG,96,4,DL
100_ep0.075_degree_erdos_5.in,95,3,DG,95,3,DL
100_ep0.075_degree_erdos_6.in,97,3,DG,97,3,DL
100_ep0.075_degree_erdos_7.in,97,3,DG,97,3,DL
100_ep0.075_degree_erdos_8.in,97,3,DG,97,3,DL
100_ep0.075_degree_erdos_9.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_1.in,97,2,DG,97,3,DL
100_ep0.125_degree_erdos_10.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_2.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_3.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_4.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_5.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_6.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_7.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_8.in,97,3,DG,97,3,DL
100_ep0.125_degree_erdos_9.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_1.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_10.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_2.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_3.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_4.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_5.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_6.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_7.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_8.in,97,3,DG,97,3,DL
100_ep0.1_degree_erdos_9.in,97,3,DG,97,3,DL
100_ep4_degree_social_0.sin,97,3,DG,97,3,DL
100_ep4_degree_social_1.sin,97,3,DG,97,3,DL
100_ep4_degree_social_2.sin,97,3,DG,97,3,DL
100_ep4_degree_social_3.sin,97,3,DG,97,3,DL
100_ep4_degree_social_4.sin,97,3,DG,97,3,DL
100_ep4_degree_social_5.sin,98,2,DG,98,2,DL
100_ep4_degree_social_6.sin,98,2,DG,98,2,DL
100_ep4_degree_social_7.sin,97,3,DG,97,3,DL
100_ep4_degree_social_8.sin,97,3,DG,97,3,DL
100_ep4_degree_social_9.sin,97,3,DG,97,3,DL
100_ep5_degree_social_0.sin,97,3,DG,97,3,DL
100_ep5_degree_social_1.sin,97,3,DG,97,3,DL
100_ep5_degree_social_2.sin,97,3,DG,97,3,DL
100_ep5_degree_social_3.sin,97,3,DG,97,3,DL
100_ep5_degree_social_4.sin,97,3,DG,97,3,DL
100_ep5_degree_social_5.sin,97,3,DG,97,3,DL
100_ep5_degree_social_6.sin,97,3,DG,97,3,DL
100_ep5_degree_social_7.sin,98,2,DG,98,2,DL
100_ep5_degree_social_8.sin,98,2,DG,98,2,DL
100_ep5_degree_social_9.sin,98,2,DG,98,2,DL
100_ep7_degree_social_0.sin,97,2,DG,97,2,DL
100_ep7_degree_social_1.sin,97,2,DG,97,2,DL
100_ep7_degree_social_2.sin,97,2,DG,97,2,DL
100_ep7_degree_social_3.sin,97,2,DG,97,2,DL
100_ep7_degree_social_4.sin,97,2,DG,97,2,DL
100_ep7_degree_social_5.sin,97,2,DG,97,2,DL
100_ep7_degree_social_6.sin,97,2,DG,97,2,DL
100_ep7_degree_social_7.sin,98,2,DG,98,2,DL
100_ep7_degree_social_8.sin,98,2,DG,98,2,DL
100_ep7_degree_social_9.sin,98,2,DG,98,2,DL
125_ep0.15_degree_erdos_1.in,121,3,DG,121,3,DL
125_ep0.15_degree_erdos_10.in,121,3,DG,121,3,DL
125_ep0.15_degree_erdos_2.in,121,3,DG,121,4,DL
125_ep0.15_degree_erdos_3.in,122,3,DG,122,3,DL
125_ep0.15_degree_erdos_4.in,121,3,DG,121,3,DL
125_ep0.15_degree_erdos_5.in,121,4,DG,121,4,DL
125_ep0.15_degree_erdos_6.in,121,4,DG,121,4,DL
125_ep0.15_degree_erdos_7.in,121,4,DG,121,4,DL
125_ep0.15_degree_erdos_8.in,121,3,DG,121,4,DL
125_ep0.15_degree_erdos_9.in,121,4,DG,121,4,DL
