set,n,result,instance,D,runtime,seed
BBGRL,100,1,100_ep0.05_0_gilbert_8.in,6,0.8074,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_8.in,7,0.8088,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_8.in,8,0.8123,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_8.in,9,0.8038,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_8.in,10,0.8057,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_6.in,1,3.02,1.50374E+18
BBGRL,100,92,100_ep0.1_0_gilbert_6.in,2,16.7166,1.50374E+18
BBGRL,100,87,100_ep0.1_0_gilbert_6.in,3,16.7182,1.50374E+18
BBGRL,100,82,100_ep0.1_0_gilbert_6.in,4,16.7331,1.50374E+18
BBGRL,100,77,100_ep0.1_0_gilbert_6.in,5,16.7117,1.50374E+18
BBGRL,100,67,100_ep0.1_0_gilbert_6.in,6,16.7363,1.50374E+18
BBGRL,100,2,100_ep0.1_0_gilbert_6.in,7,4.4484,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_6.in,8,1.8603,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_6.in,9,1.7958,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_6.in,10,1.5402,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_8.in,1,3.3222,1.50374E+18
BBGRL,100,91,100_ep0.1_0_gilbert_8.in,2,13.5014,1.50374E+18
BBGRL,100,87,100_ep0.1_0_gilbert_8.in,3,16.7404,1.50374E+18
BBGRL,100,82,100_ep0.1_0_gilbert_8.in,4,16.7208,1.50374E+18
BBGRL,100,77,100_ep0.1_0_gilbert_8.in,5,16.7372,1.50374E+18
BBGRL,100,72,100_ep0.1_0_gilbert_8.in,6,16.7283,1.50374E+18
BBGRL,100,61,100_ep0.1_0_gilbert_8.in,7,16.7328,1.50374E+18
BBGRL,100,2,100_ep0.1_0_gilbert_8.in,8,4.1999,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_8.in,9,1.856,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_8.in,10,1.6084,1.50374E+18
BBGRL,100,95,100_ep0.075_0_gilbert_5.in,1,10.0322,1.50374E+18
BBGRL,100,88,100_ep0.075_0_gilbert_5.in,2,16.7438,1.50374E+18
BBGRL,100,83,100_ep0.075_0_gilbert_5.in,3,16.7165,1.50374E+18
BBGRL,100,74,100_ep0.075_0_gilbert_5.in,4,16.752,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_5.in,5,3.3392,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_5.in,6,1.5765,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_5.in,7,1.1513,1.50E+18
BBGRL,100,1,100_ep0.075_0_gilbert_5.in,8,1.4043,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_5.in,9,1.401,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_5.in,10,1.1346,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_3.in,1,2.8034,1.50374E+18
BBGRL,100,92,100_ep0.1_0_gilbert_3.in,2,16.7447,1.50E+18
BBGRL,100,86,100_ep0.1_0_gilbert_3.in,3,16.7416,1.50374E+18
BBGRL,100,82,100_ep0.1_0_gilbert_3.in,4,16.7164,1.50374E+18
BBGRL,100,76,100_ep0.1_0_gilbert_3.in,5,16.711,1.50374E+18
BBGRL,100,72,100_ep0.1_0_gilbert_3.in,6,16.7359,1.50374E+18
BBGRL,100,64,100_ep0.1_0_gilbert_3.in,7,16.7564,1.50374E+18
BBGRL,100,11,100_ep0.1_0_gilbert_3.in,8,16.7495,1.50374E+18
BBGRL,100,2,100_ep0.1_0_gilbert_3.in,9,4.0998,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_3.in,10,1.9858,1.50374E+18
BBGRL,100,92,100_ep0.05_0_gilbert_4.in,1,8.5025,1.50374E+18
BBGRL,100,80,100_ep0.05_0_gilbert_4.in,2,16.7105,1.50374E+18
BBGRL,100,2,100_ep0.05_0_gilbert_4.in,3,2.3863,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_4.in,4,1.3223,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_4.in,5,0.8795,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_4.in,6,0.8807,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_4.in,7,0.8733,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_4.in,8,0.8799,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_4.in,9,1.1291,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_4.in,10,0.8651,1.50374E+18
BBGRL,100,92,100_ep0.05_0_gilbert_5.in,1,3.8947,1.50374E+18
BBGRL,100,85,100_ep0.05_0_gilbert_5.in,2,16.7188,1.50374E+18
BBGRL,100,77,100_ep0.05_0_gilbert_5.in,3,16.7198,1.50374E+18
BBGRL,100,63,100_ep0.05_0_gilbert_5.in,4,16.7097,1.50374E+18
BBGRL,100,12,100_ep0.05_0_gilbert_5.in,5,12.7106,1.50374E+18
BBGRL,100,4,100_ep0.05_0_gilbert_5.in,6,3.6801,1.50374E+18
BBGRL,100,3,100_ep0.05_0_gilbert_5.in,7,2.4537,1.50374E+18
BBGRL,100,2,100_ep0.05_0_gilbert_5.in,8,1.9677,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_5.in,9,1.4634,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_5.in,10,1.2076,1.50374E+18
BBGRL,100,91,100_ep0.05_0_gilbert_2.in,1,6.2754,1.50374E+18
BBGRL,100,80,100_ep0.05_0_gilbert_2.in,2,16.7145,1.50374E+18
BBGRL,100,2,100_ep0.05_0_gilbert_2.in,3,2.2939,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_2.in,4,1.1146,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_2.in,5,0.8782,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_2.in,6,1.2965,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_2.in,7,0.9236,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_2.in,8,0.8703,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_2.in,9,1.1162,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_2.in,10,1.1131,1.50374E+18
BBGRL,100,95,100_ep0.075_0_gilbert_6.in,1,3.6726,1.50374E+18
BBGRL,100,89,100_ep0.075_0_gilbert_6.in,2,16.715,1.50374E+18
BBGRL,100,83,100_ep0.075_0_gilbert_6.in,3,16.7189,1.50374E+18
BBGRL,100,77,100_ep0.075_0_gilbert_6.in,4,16.7226,1.50374E+18
BBGRL,100,65,100_ep0.075_0_gilbert_6.in,5,16.8164,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_6.in,6,3.6085,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_6.in,7,1.6327,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_6.in,8,1.5086,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_6.in,9,1.5065,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_6.in,10,1.2633,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_4.in,1,3.4161,1.50374E+18
BBGRL,100,91,100_ep0.1_0_gilbert_4.in,2,11.5246,1.50374E+18
BBGRL,100,87,100_ep0.1_0_gilbert_4.in,3,16.7302,1.50374E+18
BBGRL,100,82,100_ep0.1_0_gilbert_4.in,4,16.7247,1.50374E+18
BBGRL,100,77,100_ep0.1_0_gilbert_4.in,5,16.7202,1.50374E+18
BBGRL,100,72,100_ep0.1_0_gilbert_4.in,6,16.7212,1.50374E+18
BBGRL,100,66,100_ep0.1_0_gilbert_4.in,7,16.735,1.50374E+18
BBGRL,100,52,100_ep0.1_0_gilbert_4.in,8,16.8359,1.50374E+18
BBGRL,100,2,100_ep0.1_0_gilbert_4.in,9,4.353,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_4.in,10,2.1554,1.50374E+18
BBGRL,100,94,100_ep0.075_0_gilbert_9.in,1,16.7199,1.50374E+18
BBGRL,100,88,100_ep0.075_0_gilbert_9.in,2,16.7579,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_9.in,3,2.8776,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_9.in,4,1.3721,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_9.in,5,1.093,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_9.in,6,0.9727,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_9.in,7,0.9798,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_9.in,8,0.9642,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_9.in,9,0.9653,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_9.in,10,1.0029,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_10.in,1,14.884,1.50374E+18
BBGRL,100,90,100_ep0.1_0_gilbert_10.in,2,16.7724,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_10.in,3,1.3868,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_10.in,4,1.1171,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_10.in,5,1.1206,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_10.in,6,1.1408,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_10.in,7,1.1248,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_10.in,8,1.1896,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_10.in,9,1.2101,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_10.in,10,1.1166,1.50374E+18
BBGRL,100,95,100_ep0.075_0_gilbert_4.in,1,3.8625,1.50374E+18
BBGRL,100,89,100_ep0.075_0_gilbert_4.in,2,16.713,1.50374E+18
BBGRL,100,83,100_ep0.075_0_gilbert_4.in,3,16.7251,1.50374E+18
BBGRL,100,75,100_ep0.075_0_gilbert_4.in,4,16.7496,1.50374E+18
BBGRL,100,65,100_ep0.075_0_gilbert_4.in,5,16.7216,1.50374E+18
BBGRL,100,5,100_ep0.075_0_gilbert_4.in,6,6.1622,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_4.in,7,2.6084,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_4.in,8,1.5257,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_4.in,9,1.2746,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_4.in,10,1.2703,1.50374E+18
BBGRL,100,89,100_ep0.05_0_gilbert_10.in,1,3.9426,1.50374E+18
BBGRL,100,80,100_ep0.05_0_gilbert_10.in,2,16.7252,1.50374E+18
BBGRL,100,67,100_ep0.05_0_gilbert_10.in,3,16.7161,1.50374E+18
BBGRL,100,7,100_ep0.05_0_gilbert_10.in,4,10.5754,1.50374E+18
BBGRL,100,3,100_ep0.05_0_gilbert_10.in,5,3.1402,1.50374E+18
BBGRL,100,2,100_ep0.05_0_gilbert_10.in,6,1.9607,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_10.in,7,1.353,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_10.in,8,0.9773,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_10.in,9,0.9809,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_10.in,10,0.9786,1.50374E+18
BBGRL,100,90,100_ep0.05_0_gilbert_7.in,1,16.7214,1.50374E+18
BBGRL,100,4,100_ep0.05_0_gilbert_7.in,2,2.3445,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_7.in,3,0.7381,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_7.in,4,0.8207,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_7.in,5,0.7382,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_7.in,6,0.779,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_7.in,7,0.729,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_7.in,8,0.7395,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_7.in,9,0.7602,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_7.in,10,0.7293,1.50374E+18
BBGRL,100,92,100_ep0.05_0_gilbert_6.in,1,5.0211,1.50374E+18
BBGRL,100,83,100_ep0.05_0_gilbert_6.in,2,16.7108,1.50374E+18
BBGRL,100,69,100_ep0.05_0_gilbert_6.in,3,16.7259,1.50374E+18
BBGRL,100,4,100_ep0.05_0_gilbert_6.in,4,4.6259,1.50374E+18
BBGRL,100,2,100_ep0.05_0_gilbert_6.in,5,2.1887,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_6.in,6,1.4848,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_6.in,7,1.0761,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_6.in,8,1.3274,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_6.in,9,1.1593,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_6.in,10,1.0665,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_9.in,1,3.2642,1.50374E+18
BBGRL,100,91,100_ep0.1_0_gilbert_9.in,2,7.4331,1.50374E+18
BBGRL,100,87,100_ep0.1_0_gilbert_9.in,3,16.7234,1.50374E+18
BBGRL,100,82,100_ep0.1_0_gilbert_9.in,4,16.7316,1.50374E+18
BBGRL,100,78,100_ep0.1_0_gilbert_9.in,5,16.7336,1.50374E+18
BBGRL,100,73,100_ep0.1_0_gilbert_9.in,6,16.7308,1.50374E+18
BBGRL,100,68,100_ep0.1_0_gilbert_9.in,7,16.736,1.50374E+18
BBGRL,100,58,100_ep0.1_0_gilbert_9.in,8,16.766,1.50374E+18
BBGRL,100,31,100_ep0.1_0_gilbert_9.in,9,16.7763,1.50374E+18
BBGRL,100,3,100_ep0.1_0_gilbert_9.in,10,5.1377,1.50374E+18
BBGRL,100,97,100_ep0.1_0_gilbert_1.in,1,3.7788,1.50374E+18
BBGRL,100,93,100_ep0.1_0_gilbert_1.in,2,6.4757,1.50374E+18
BBGRL,100,89,100_ep0.1_0_gilbert_1.in,3,16.7344,1.50374E+18
BBGRL,100,84,100_ep0.1_0_gilbert_1.in,4,16.7267,1.50374E+18
BBGRL,100,80,100_ep0.1_0_gilbert_1.in,5,16.7215,1.50374E+18
BBGRL,100,75,100_ep0.1_0_gilbert_1.in,6,16.7149,1.50374E+18
BBGRL,100,68,100_ep0.1_0_gilbert_1.in,7,16.7262,1.50374E+18
BBGRL,100,62,100_ep0.1_0_gilbert_1.in,8,16.7259,1.50374E+18
BBGRL,100,57,100_ep0.1_0_gilbert_1.in,9,16.7351,1.50374E+18
BBGRL,100,44,100_ep0.1_0_gilbert_1.in,10,16.8048,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_2.in,1,3.0758,1.50374E+18
BBGRL,100,91,100_ep0.1_0_gilbert_2.in,2,9.9117,1.50374E+18
BBGRL,100,86,100_ep0.1_0_gilbert_2.in,3,16.7186,1.50374E+18
BBGRL,100,81,100_ep0.1_0_gilbert_2.in,4,16.7364,1.50374E+18
BBGRL,100,76,100_ep0.1_0_gilbert_2.in,5,16.7257,1.50374E+18
BBGRL,100,69,100_ep0.1_0_gilbert_2.in,6,16.7428,1.50374E+18
BBGRL,100,47,100_ep0.1_0_gilbert_2.in,7,16.7482,1.50374E+18
BBGRL,100,2,100_ep0.1_0_gilbert_2.in,8,3.7598,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_2.in,9,1.8223,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_2.in,10,1.5756,1.50374E+18
BBGRL,100,94,100_ep0.075_0_gilbert_8.in,1,4.5371,1.50374E+18
BBGRL,100,89,100_ep0.075_0_gilbert_8.in,2,16.7467,1.50374E+18
BBGRL,100,83,100_ep0.075_0_gilbert_8.in,3,16.718,1.50374E+18
BBGRL,100,76,100_ep0.075_0_gilbert_8.in,4,16.7239,1.50374E+18
BBGRL,100,62,100_ep0.075_0_gilbert_8.in,5,16.7421,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_8.in,6,3.0436,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_8.in,7,1.5053,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_8.in,8,1.2474,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_8.in,9,1.4902,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_8.in,10,1.2455,1.50374E+18
BBGRL,100,94,100_ep0.075_0_gilbert_1.in,1,3.5311,1.50374E+18
BBGRL,100,89,100_ep0.075_0_gilbert_1.in,2,14.1584,1.50374E+18
BBGRL,100,84,100_ep0.075_0_gilbert_1.in,3,16.7112,1.50374E+18
BBGRL,100,77,100_ep0.075_0_gilbert_1.in,4,16.7193,1.50374E+18
BBGRL,100,69,100_ep0.075_0_gilbert_1.in,5,16.7276,1.50374E+18
BBGRL,100,60,100_ep0.075_0_gilbert_1.in,6,16.7237,1.50374E+18
BBGRL,100,6,100_ep0.075_0_gilbert_1.in,7,7.34,1.50374E+18
BBGRL,100,3,100_ep0.075_0_gilbert_1.in,8,4.2757,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_1.in,9,2.6508,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_1.in,10,1.7257,1.50374E+18
BBGRL,100,90,100_ep0.05_0_gilbert_9.in,1,8.8134,1.50374E+18
BBGRL,100,80,100_ep0.05_0_gilbert_9.in,2,16.7138,1.50374E+18
BBGRL,100,68,100_ep0.05_0_gilbert_9.in,3,16.7106,1.50374E+18
BBGRL,100,6,100_ep0.05_0_gilbert_9.in,4,5.9819,1.50374E+18
BBGRL,100,2,100_ep0.05_0_gilbert_9.in,5,2.2602,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_9.in,6,1.4147,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_9.in,7,1.046,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_9.in,8,1.0474,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_9.in,9,1.057,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_9.in,10,1.3013,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_7.in,1,3.7427,1.50374E+18
BBGRL,100,91,100_ep0.1_0_gilbert_7.in,2,16.7296,1.50374E+18
BBGRL,100,87,100_ep0.1_0_gilbert_7.in,3,16.7136,1.50374E+18
BBGRL,100,81,100_ep0.1_0_gilbert_7.in,4,16.746,1.50374E+18
BBGRL,100,75,100_ep0.1_0_gilbert_7.in,5,16.7707,1.50374E+18
BBGRL,100,3,100_ep0.1_0_gilbert_7.in,6,12.3798,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_7.in,7,1.7433,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_7.in,8,1.4676,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_7.in,9,1.881,1.50374E+18
BBGRL,100,1,100_ep0.1_0_gilbert_7.in,10,1.4184,1.50374E+18
BBGRL,100,95,100_ep0.075_0_gilbert_7.in,1,5.3996,1.50374E+18
BBGRL,100,88,100_ep0.075_0_gilbert_7.in,2,16.7172,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_7.in,3,2.6654,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_7.in,4,1.2797,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_7.in,5,1.0876,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_7.in,6,0.9952,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_7.in,7,0.9935,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_7.in,8,1.0371,1.50E+18
BBGRL,100,1,100_ep0.075_0_gilbert_7.in,9,1.0016,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_7.in,10,1.2436,1.50374E+18
BBGRL,100,96,100_ep0.1_0_gilbert_5.in,1,3.5972,1.50374E+18
BBGRL,100,92,100_ep0.1_0_gilbert_5.in,2,10.4464,1.50374E+18
BBGRL,100,87,100_ep0.1_0_gilbert_5.in,3,16.7905,1.50374E+18
BBGRL,100,82,100_ep0.1_0_gilbert_5.in,4,16.714,1.50374E+18
BBGRL,100,78,100_ep0.1_0_gilbert_5.in,5,16.7248,1.50374E+18
BBGRL,100,72,100_ep0.1_0_gilbert_5.in,6,16.7427,1.50374E+18
BBGRL,100,66,100_ep0.1_0_gilbert_5.in,7,16.7376,1.50374E+18
BBGRL,100,60,100_ep0.1_0_gilbert_5.in,8,16.7315,1.50374E+18
BBGRL,100,28,100_ep0.1_0_gilbert_5.in,9,16.7298,1.50374E+18
BBGRL,100,3,100_ep0.1_0_gilbert_5.in,10,5.3126,1.50374E+18
BBGRL,100,90,100_ep0.05_0_gilbert_1.in,1,12.5135,1.50374E+18
BBGRL,100,75,100_ep0.05_0_gilbert_1.in,2,16.7593,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_1.in,3,0.8008,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_1.in,4,0.7958,1.50E+18
BBGRL,100,1,100_ep0.05_0_gilbert_1.in,5,0.8209,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_1.in,6,1.0456,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_1.in,7,0.7955,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_1.in,8,0.7921,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_1.in,9,0.7824,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_1.in,10,0.7914,1.50374E+18
BBGRL,100,95,100_ep0.075_0_gilbert_3.in,1,3.0595,1.50374E+18
BBGRL,100,89,100_ep0.075_0_gilbert_3.in,2,11.36,1.50374E+18
BBGRL,100,83,100_ep0.075_0_gilbert_3.in,3,16.7425,1.50374E+18
BBGRL,100,76,100_ep0.075_0_gilbert_3.in,4,16.6827,1.50E+18
BBGRL,100,66,100_ep0.075_0_gilbert_3.in,5,16.7109,1.50374E+18
BBGRL,100,54,100_ep0.075_0_gilbert_3.in,6,16.9039,1.50374E+18
BBGRL,100,4,100_ep0.075_0_gilbert_3.in,7,4.0411,1.50374E+18
BBGRL,100,3,100_ep0.075_0_gilbert_3.in,8,3.9147,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_3.in,9,2.5444,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_3.in,10,1.3839,1.50374E+18
BBGRL,100,93,100_ep0.05_0_gilbert_3.in,1,4.9271,1.50374E+18
BBGRL,100,85,100_ep0.05_0_gilbert_3.in,2,16.7132,1.50374E+18
BBGRL,100,74,100_ep0.05_0_gilbert_3.in,3,16.742,1.50374E+18
BBGRL,100,58,100_ep0.05_0_gilbert_3.in,4,16.7997,1.50374E+18
BBGRL,100,3,100_ep0.05_0_gilbert_3.in,5,3.2114,1.50374E+18
BBGRL,100,2,100_ep0.05_0_gilbert_3.in,6,1.6235,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_3.in,7,1.3184,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_3.in,8,1.1724,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_3.in,9,1.0476,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_3.in,10,1.0616,1.50374E+18
BBGRL,100,95,100_ep0.075_0_gilbert_2.in,1,6.9895,1.50374E+18
BBGRL,100,88,100_ep0.075_0_gilbert_2.in,2,16.7301,1.50374E+18
BBGRL,100,80,100_ep0.075_0_gilbert_2.in,3,16.7475,1.50374E+18
BBGRL,100,2,100_ep0.075_0_gilbert_2.in,4,3.4246,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_2.in,5,1.1241,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_2.in,6,1.1136,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_2.in,7,1.2055,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_2.in,8,1.1051,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_2.in,9,1.1114,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_2.in,10,1.1009,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_2.in,1,1.2259,1.50374E+18
BBGRL,50,43,50_ep0.2_0_gilbert_2.in,2,1.8846,1.50374E+18
BBGRL,50,40,50_ep0.2_0_gilbert_2.in,3,2.6277,1.50374E+18
BBGRL,50,36,50_ep0.2_0_gilbert_2.in,4,3.7051,1.50374E+18
BBGRL,50,32,50_ep0.2_0_gilbert_2.in,5,3.7475,1.50374E+18
BBGRL,50,28,50_ep0.2_0_gilbert_2.in,6,5.1113,1.50374E+18
BBGRL,50,25,50_ep0.2_0_gilbert_2.in,7,5.087,1.50374E+18
BBGRL,50,20,50_ep0.2_0_gilbert_2.in,8,5.6233,1.50374E+18
BBGRL,50,15,50_ep0.2_0_gilbert_2.in,9,5.3185,1.50374E+18
BBGRL,50,10,50_ep0.2_0_gilbert_2.in,10,5.3106,1.50374E+18
BBGRL,50,47,50_ep0.2_0_gilbert_4.in,1,1.5128,1.50374E+18
BBGRL,50,44,50_ep0.2_0_gilbert_4.in,2,1.8806,1.50374E+18
BBGRL,50,40,50_ep0.2_0_gilbert_4.in,3,3.3356,1.50374E+18
BBGRL,50,36,50_ep0.2_0_gilbert_4.in,4,5.4849,1.50374E+18
BBGRL,50,32,50_ep0.2_0_gilbert_4.in,5,7.8141,1.50374E+18
BBGRL,50,28,50_ep0.2_0_gilbert_4.in,6,7.5622,1.50374E+18
BBGRL,50,22,50_ep0.2_0_gilbert_4.in,7,7.9939,1.50374E+18
BBGRL,50,16,50_ep0.2_0_gilbert_4.in,8,7.5051,1.50374E+18
BBGRL,50,6,50_ep0.2_0_gilbert_4.in,9,4.0692,1.50374E+18
BBGRL,50,3,50_ep0.2_0_gilbert_4.in,10,2.698,1.50374E+18
BBGRL,50,43,50_ep0.1_0_gilbert_10.in,1,2.7021,1.50374E+18
BBGRL,50,35,50_ep0.1_0_gilbert_10.in,2,6.9949,1.50374E+18
BBGRL,50,2,50_ep0.1_0_gilbert_10.in,3,1.5032,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_10.in,4,0.5304,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_10.in,5,0.5816,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_10.in,6,0.8069,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_10.in,7,0.5313,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_10.in,8,0.5276,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_10.in,9,0.5263,1.50374E+18
BBGRL,50,1,50_ep0.1_0_gilbert_10.in,10,0.5264,1.50374E+18
BBGRL,50,45,50_ep0.1_0_gilbert_7.in,1,1.846,1.50374E+18
BBGRL,50,39,50_ep0.1_0_gilbert_7.in,2,8.3531,1.50374E+18
BBGRL,50,21,50_ep0.1_0_gilbert_7.in,3,8.3712,1.50374E+18
