set,n,result,instance,D,runtime,seed
BBGRL,1000,950,1000_ep0.01_0_gilbert_2.in,8,167.4303,1.50372E+18
BBGRL,1000,949,1000_ep0.01_0_gilbert_2.in,9,170.0975,1.50372E+18
BBGRL,1000,935,1000_ep0.01_0_gilbert_2.in,10,170.6773,1.50372E+18
BBGRL,500,496,500_ep0.025_0_gilbert_5.in,1,21.5325,1.50E+18
BBGRL,500,491,500_ep0.025_0_gilbert_5.in,2,84.0992,1.50372E+18
BBGRL,500,487,500_ep0.025_0_gilbert_5.in,3,83.599,1.50372E+18
BBGRL,500,482,500_ep0.025_0_gilbert_5.in,4,83.5904,1.50372E+18
BBGRL,500,478,500_ep0.025_0_gilbert_5.in,5,83.5999,1.50372E+18
BBGRL,500,473,500_ep0.025_0_gilbert_5.in,6,83.8536,1.50372E+18
BBGRL,500,468,500_ep0.025_0_gilbert_5.in,7,83.5979,1.50372E+18
BBGRL,500,464,500_ep0.025_0_gilbert_5.in,8,83.931,1.50372E+18
BBGRL,500,457,500_ep0.025_0_gilbert_5.in,9,83.6553,1.50372E+18
BBGRL,500,453,500_ep0.025_0_gilbert_5.in,10,83.67,1.50372E+18
BBGRL,500,493,500_ep0.015_0_gilbert_4.in,1,20.7255,1.50372E+18
BBGRL,500,487,500_ep0.015_0_gilbert_4.in,2,83.6479,1.50372E+18
BBGRL,500,478,500_ep0.015_0_gilbert_4.in,3,83.7008,1.50372E+18
BBGRL,500,467,500_ep0.015_0_gilbert_4.in,4,83.7826,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_4.in,5,4.4564,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_4.in,6,4.8465,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_4.in,7,5.205,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_4.in,8,4.7294,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_4.in,9,4.627,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_4.in,10,4.8321,1.50373E+18
BBGRL,500,495,500_ep0.025_0_gilbert_10.in,1,24.2303,1.50373E+18
BBGRL,500,490,500_ep0.025_0_gilbert_10.in,2,83.6249,1.50373E+18
BBGRL,500,486,500_ep0.025_0_gilbert_10.in,3,83.6258,1.50373E+18
BBGRL,500,481,500_ep0.025_0_gilbert_10.in,4,83.9217,1.50373E+18
BBGRL,500,476,500_ep0.025_0_gilbert_10.in,5,83.6815,1.50373E+18
BBGRL,500,471,500_ep0.025_0_gilbert_10.in,6,83.6896,1.50373E+18
BBGRL,500,466,500_ep0.025_0_gilbert_10.in,7,83.6127,1.50373E+18
BBGRL,500,460,500_ep0.025_0_gilbert_10.in,8,83.6827,1.50373E+18
BBGRL,500,455,500_ep0.025_0_gilbert_10.in,9,83.6574,1.50373E+18
BBGRL,500,447,500_ep0.025_0_gilbert_10.in,10,83.6724,1.50373E+18
BBGRL,500,495,500_ep0.025_0_gilbert_3.in,1,23.7134,1.50373E+18
BBGRL,500,490,500_ep0.025_0_gilbert_3.in,2,83.7318,1.50373E+18
BBGRL,500,484,500_ep0.025_0_gilbert_3.in,3,83.6731,1.50373E+18
BBGRL,500,479,500_ep0.025_0_gilbert_3.in,4,83.602,1.50373E+18
BBGRL,500,473,500_ep0.025_0_gilbert_3.in,5,83.6486,1.50373E+18
BBGRL,500,467,500_ep0.025_0_gilbert_3.in,6,83.6188,1.50373E+18
BBGRL,500,456,500_ep0.025_0_gilbert_3.in,7,83.7115,1.50373E+18
BBGRL,500,1,500_ep0.025_0_gilbert_3.in,8,8.286,1.50373E+18
BBGRL,500,1,500_ep0.025_0_gilbert_3.in,9,8.3053,1.50373E+18
BBGRL,500,1,500_ep0.025_0_gilbert_3.in,10,9.0379,1.50373E+18
BBGRL,500,494,500_ep0.02_0_gilbert_5.in,1,20.6296,1.50373E+18
BBGRL,500,488,500_ep0.02_0_gilbert_5.in,2,83.6509,1.50373E+18
BBGRL,500,482,500_ep0.02_0_gilbert_5.in,3,83.5872,1.50373E+18
BBGRL,500,476,500_ep0.02_0_gilbert_5.in,4,83.7101,1.50373E+18
BBGRL,500,469,500_ep0.02_0_gilbert_5.in,5,83.7148,1.50373E+18
BBGRL,500,465,500_ep0.02_0_gilbert_5.in,6,83.9329,1.50373E+18
BBGRL,500,455,500_ep0.02_0_gilbert_5.in,7,85.7138,1.50373E+18
BBGRL,500,2,500_ep0.02_0_gilbert_5.in,8,21.0402,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_5.in,9,7.8208,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_5.in,10,7.7604,1.50373E+18
BBGRL,500,495,500_ep0.02_0_gilbert_9.in,1,21.6445,1.50373E+18
BBGRL,500,490,500_ep0.02_0_gilbert_9.in,2,83.59,1.50373E+18
BBGRL,500,484,500_ep0.02_0_gilbert_9.in,3,83.6861,1.50373E+18
BBGRL,500,479,500_ep0.02_0_gilbert_9.in,4,83.5706,1.50373E+18
BBGRL,500,473,500_ep0.02_0_gilbert_9.in,5,83.6284,1.50373E+18
BBGRL,500,468,500_ep0.02_0_gilbert_9.in,6,83.6358,1.50373E+18
BBGRL,500,461,500_ep0.02_0_gilbert_9.in,7,83.6171,1.50373E+18
BBGRL,500,455,500_ep0.02_0_gilbert_9.in,8,83.6185,1.50373E+18
BBGRL,500,450,500_ep0.02_0_gilbert_9.in,9,83.6168,1.50373E+18
BBGRL,500,443,500_ep0.02_0_gilbert_9.in,10,83.581,1.50373E+18
BBGRL,500,496,500_ep0.025_0_gilbert_2.in,1,21.4917,1.50373E+18
BBGRL,500,491,500_ep0.025_0_gilbert_2.in,2,83.5913,1.50373E+18
BBGRL,500,486,500_ep0.025_0_gilbert_2.in,3,83.7546,1.50373E+18
BBGRL,500,481,500_ep0.025_0_gilbert_2.in,4,83.7445,1.50E+18
BBGRL,500,475,500_ep0.025_0_gilbert_2.in,5,83.7901,1.50373E+18
BBGRL,500,469,500_ep0.025_0_gilbert_2.in,6,83.6312,1.50373E+18
BBGRL,500,462,500_ep0.025_0_gilbert_2.in,7,83.6979,1.50373E+18
BBGRL,500,2,500_ep0.025_0_gilbert_2.in,8,25.5879,1.50373E+18
BBGRL,500,1,500_ep0.025_0_gilbert_2.in,9,9.4724,1.50373E+18
BBGRL,500,1,500_ep0.025_0_gilbert_2.in,10,9.587,1.50373E+18
BBGRL,500,492,500_ep0.015_0_gilbert_3.in,1,20.5952,1.50373E+18
BBGRL,500,485,500_ep0.015_0_gilbert_3.in,2,83.602,1.50373E+18
BBGRL,500,478,500_ep0.015_0_gilbert_3.in,3,83.5705,1.50373E+18
BBGRL,500,469,500_ep0.015_0_gilbert_3.in,4,83.5998,1.50373E+18
BBGRL,500,2,500_ep0.015_0_gilbert_3.in,5,20.677,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_3.in,6,5.5614,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_3.in,7,5.4505,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_3.in,8,5.34,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_3.in,9,5.6742,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_3.in,10,5.3118,1.50373E+18
BBGRL,500,496,500_ep0.025_0_gilbert_8.in,1,21.4085,1.50373E+18
BBGRL,500,491,500_ep0.025_0_gilbert_8.in,2,83.6089,1.50373E+18
BBGRL,500,486,500_ep0.025_0_gilbert_8.in,3,83.5877,1.50373E+18
BBGRL,500,482,500_ep0.025_0_gilbert_8.in,4,83.5303,1.50373E+18
BBGRL,500,477,500_ep0.025_0_gilbert_8.in,5,83.5488,1.50373E+18
BBGRL,500,472,500_ep0.025_0_gilbert_8.in,6,83.5434,1.50373E+18
BBGRL,500,468,500_ep0.025_0_gilbert_8.in,7,83.6662,1.50373E+18
BBGRL,500,463,500_ep0.025_0_gilbert_8.in,8,83.6138,1.50373E+18
BBGRL,500,457,500_ep0.025_0_gilbert_8.in,9,83.7097,1.50373E+18
BBGRL,500,451,500_ep0.025_0_gilbert_8.in,10,83.6988,1.50373E+18
BBGRL,500,492,500_ep0.015_0_gilbert_9.in,1,20.3731,1.50373E+18
BBGRL,500,483,500_ep0.015_0_gilbert_9.in,2,66.9586,1.50373E+18
BBGRL,500,475,500_ep0.015_0_gilbert_9.in,3,83.6506,1.50373E+18
BBGRL,500,468,500_ep0.015_0_gilbert_9.in,4,83.6072,1.50373E+18
BBGRL,500,464,500_ep0.015_0_gilbert_9.in,5,83.6559,1.50373E+18
BBGRL,500,444,500_ep0.015_0_gilbert_9.in,6,83.6397,1.50373E+18
BBGRL,500,2,500_ep0.015_0_gilbert_9.in,7,11.5527,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_9.in,8,5.2344,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_9.in,9,5.6018,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_9.in,10,5.799,1.50373E+18
BBGRL,500,496,500_ep0.025_0_gilbert_1.in,1,21.0199,1.50373E+18
BBGRL,500,490,500_ep0.025_0_gilbert_1.in,2,83.5957,1.50373E+18
BBGRL,500,486,500_ep0.025_0_gilbert_1.in,3,83.5909,1.50373E+18
BBGRL,500,482,500_ep0.025_0_gilbert_1.in,4,83.5971,1.50373E+18
BBGRL,500,476,500_ep0.025_0_gilbert_1.in,5,84.106,1.50373E+18
BBGRL,500,472,500_ep0.025_0_gilbert_1.in,6,83.6553,1.50373E+18
BBGRL,500,468,500_ep0.025_0_gilbert_1.in,7,83.6564,1.50373E+18
BBGRL,500,464,500_ep0.025_0_gilbert_1.in,8,83.6664,1.50373E+18
BBGRL,500,456,500_ep0.025_0_gilbert_1.in,9,83.6897,1.50373E+18
BBGRL,500,451,500_ep0.025_0_gilbert_1.in,10,83.6114,1.50373E+18
BBGRL,500,496,500_ep0.025_0_gilbert_6.in,1,23.9256,1.50373E+18
BBGRL,500,491,500_ep0.025_0_gilbert_6.in,2,83.662,1.50373E+18
BBGRL,500,486,500_ep0.025_0_gilbert_6.in,3,83.6408,1.50373E+18
BBGRL,500,481,500_ep0.025_0_gilbert_6.in,4,83.6405,1.50373E+18
BBGRL,500,476,500_ep0.025_0_gilbert_6.in,5,83.6417,1.50373E+18
BBGRL,500,470,500_ep0.025_0_gilbert_6.in,6,83.6069,1.50373E+18
BBGRL,500,462,500_ep0.025_0_gilbert_6.in,7,83.9597,1.50373E+18
BBGRL,500,449,500_ep0.025_0_gilbert_6.in,8,83.6495,1.50373E+18
BBGRL,500,1,500_ep0.025_0_gilbert_6.in,9,9.5626,1.50373E+18
BBGRL,500,1,500_ep0.025_0_gilbert_6.in,10,9.0301,1.50373E+18
BBGRL,500,494,500_ep0.02_0_gilbert_7.in,1,22.9168,1.50373E+18
BBGRL,500,488,500_ep0.02_0_gilbert_7.in,2,84.4749,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_7.in,3,4.7784,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_7.in,4,4.8328,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_7.in,5,4.5643,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_7.in,6,4.5893,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_7.in,7,4.4764,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_7.in,8,4.9162,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_7.in,9,4.9234,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_7.in,10,4.7623,1.50373E+18
BBGRL,500,494,500_ep0.02_0_gilbert_4.in,1,23.0715,1.50373E+18
BBGRL,500,489,500_ep0.02_0_gilbert_4.in,2,83.5823,1.50373E+18
BBGRL,500,483,500_ep0.02_0_gilbert_4.in,3,83.5814,1.50373E+18
BBGRL,500,476,500_ep0.02_0_gilbert_4.in,4,83.7129,1.50373E+18
BBGRL,500,472,500_ep0.02_0_gilbert_4.in,5,83.6579,1.50373E+18
BBGRL,500,466,500_ep0.02_0_gilbert_4.in,6,83.9204,1.50373E+18
BBGRL,500,459,500_ep0.02_0_gilbert_4.in,7,83.6642,1.50373E+18
BBGRL,500,2,500_ep0.02_0_gilbert_4.in,8,24.2431,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_4.in,9,8.32,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_4.in,10,7.6318,1.50373E+18
BBGRL,500,492,500_ep0.015_0_gilbert_8.in,1,20.4553,1.50373E+18
BBGRL,500,485,500_ep0.015_0_gilbert_8.in,2,83.5592,1.50373E+18
BBGRL,500,477,500_ep0.015_0_gilbert_8.in,3,83.5403,1.50373E+18
BBGRL,500,469,500_ep0.015_0_gilbert_8.in,4,83.5558,1.50373E+18
BBGRL,500,463,500_ep0.015_0_gilbert_8.in,5,83.6344,1.50373E+18
BBGRL,500,2,500_ep0.015_0_gilbert_8.in,6,15.9848,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_8.in,7,5.8134,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_8.in,8,5.6067,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_8.in,9,5.604,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_8.in,10,5.5617,1.50373E+18
BBGRL,500,494,500_ep0.02_0_gilbert_3.in,1,22.3149,1.50373E+18
BBGRL,500,489,500_ep0.02_0_gilbert_3.in,2,83.5873,1.50373E+18
BBGRL,500,483,500_ep0.02_0_gilbert_3.in,3,83.6345,1.50373E+18
BBGRL,500,478,500_ep0.02_0_gilbert_3.in,4,83.6887,1.50373E+18
BBGRL,500,471,500_ep0.02_0_gilbert_3.in,5,83.573,1.50373E+18
BBGRL,500,465,500_ep0.02_0_gilbert_3.in,6,83.6206,1.50373E+18
BBGRL,500,459,500_ep0.02_0_gilbert_3.in,7,83.664,1.50373E+18
BBGRL,500,451,500_ep0.02_0_gilbert_3.in,8,83.6065,1.50373E+18
BBGRL,500,439,500_ep0.02_0_gilbert_3.in,9,83.6781,1.50373E+18
BBGRL,500,2,500_ep0.02_0_gilbert_3.in,10,14.56,1.50373E+18
BBGRL,500,496,500_ep0.025_0_gilbert_7.in,1,20.767,1.50373E+18
BBGRL,500,491,500_ep0.025_0_gilbert_7.in,2,83.535,1.50373E+18
BBGRL,500,486,500_ep0.025_0_gilbert_7.in,3,83.551,1.50373E+18
BBGRL,500,482,500_ep0.025_0_gilbert_7.in,4,83.5554,1.50373E+18
BBGRL,500,477,500_ep0.025_0_gilbert_7.in,5,83.6217,1.50373E+18
BBGRL,500,473,500_ep0.025_0_gilbert_7.in,6,83.5984,1.50373E+18
BBGRL,500,468,500_ep0.025_0_gilbert_7.in,7,83.6601,1.50373E+18
BBGRL,500,462,500_ep0.025_0_gilbert_7.in,8,83.6772,1.50373E+18
BBGRL,500,457,500_ep0.025_0_gilbert_7.in,9,83.5498,1.50373E+18
BBGRL,500,450,500_ep0.025_0_gilbert_7.in,10,83.7222,1.50373E+18
BBGRL,500,492,500_ep0.015_0_gilbert_2.in,1,22.7757,1.50373E+18
BBGRL,500,485,500_ep0.015_0_gilbert_2.in,2,83.5504,1.50373E+18
BBGRL,500,476,500_ep0.015_0_gilbert_2.in,3,83.6657,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_2.in,4,4.5961,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_2.in,5,4.7893,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_2.in,6,4.6953,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_2.in,7,4.4098,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_2.in,8,4.7305,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_2.in,9,4.7998,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_2.in,10,4.9274,1.50373E+18
BBGRL,500,493,500_ep0.015_0_gilbert_10.in,1,25.6939,1.50373E+18
BBGRL,500,486,500_ep0.015_0_gilbert_10.in,2,83.5701,1.50373E+18
BBGRL,500,477,500_ep0.015_0_gilbert_10.in,3,83.726,1.50373E+18
BBGRL,500,2,500_ep0.015_0_gilbert_10.in,4,17.7948,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_10.in,5,4.7218,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_10.in,6,4.5811,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_10.in,7,4.8138,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_10.in,8,4.5433,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_10.in,9,4.8728,1.50373E+18
BBGRL,500,1,500_ep0.015_0_gilbert_10.in,10,4.534,1.50373E+18
BBGRL,500,495,500_ep0.02_0_gilbert_6.in,1,22.601,1.50373E+18
BBGRL,500,488,500_ep0.02_0_gilbert_6.in,2,83.5957,1.50373E+18
BBGRL,500,483,500_ep0.02_0_gilbert_6.in,3,83.6783,1.50373E+18
BBGRL,500,477,500_ep0.02_0_gilbert_6.in,4,83.654,1.50373E+18
BBGRL,500,470,500_ep0.02_0_gilbert_6.in,5,84.6935,1.50373E+18
BBGRL,500,465,500_ep0.02_0_gilbert_6.in,6,83.6204,1.50373E+18
BBGRL,500,456,500_ep0.02_0_gilbert_6.in,7,83.5921,1.50373E+18
BBGRL,500,2,500_ep0.02_0_gilbert_6.in,8,18.9104,1.50373E+18
BBGRL,500,1,500_ep0.02_0_gilbert_6.in,9,7.6689,1.50374E+18
BBGRL,500,1,500_ep0.02_0_gilbert_6.in,10,7.4188,1.50E+18
BBGRL,500,496,500_ep0.025_0_gilbert_9.in,1,21.8271,1.50374E+18
BBGRL,500,491,500_ep0.025_0_gilbert_9.in,2,83.5534,1.50374E+18
BBGRL,500,486,500_ep0.025_0_gilbert_9.in,3,83.5919,1.50374E+18
BBGRL,500,482,500_ep0.025_0_gilbert_9.in,4,83.6271,1.50374E+18
BBGRL,500,478,500_ep0.025_0_gilbert_9.in,5,83.5235,1.50374E+18
BBGRL,500,472,500_ep0.025_0_gilbert_9.in,6,83.5848,1.50374E+18
BBGRL,500,468,500_ep0.025_0_gilbert_9.in,7,83.8212,1.50374E+18
BBGRL,500,463,500_ep0.025_0_gilbert_9.in,8,83.5682,1.50374E+18
BBGRL,500,459,500_ep0.025_0_gilbert_9.in,9,83.5939,1.50374E+18
BBGRL,500,455,500_ep0.025_0_gilbert_9.in,10,83.571,1.50374E+18
BBGRL,500,494,500_ep0.02_0_gilbert_1.in,1,21.1194,1.50374E+18
BBGRL,500,488,500_ep0.02_0_gilbert_1.in,2,83.6168,1.50374E+18
BBGRL,500,481,500_ep0.02_0_gilbert_1.in,3,83.6639,1.50374E+18
BBGRL,500,475,500_ep0.02_0_gilbert_1.in,4,84.0564,1.50374E+18
BBGRL,500,466,500_ep0.02_0_gilbert_1.in,5,83.7158,1.50374E+18
BBGRL,500,1,500_ep0.02_0_gilbert_1.in,6,6.0614,1.50374E+18
BBGRL,500,1,500_ep0.02_0_gilbert_1.in,7,6.4275,1.50374E+18
BBGRL,500,1,500_ep0.02_0_gilbert_1.in,8,6.4808,1.50374E+18
BBGRL,500,1,500_ep0.02_0_gilbert_1.in,9,6.7104,1.50374E+18
BBGRL,500,1,500_ep0.02_0_gilbert_1.in,10,6.1786,1.50374E+18
BBGRL,500,493,500_ep0.015_0_gilbert_7.in,1,21.9185,1.50374E+18
BBGRL,500,485,500_ep0.015_0_gilbert_7.in,2,83.6463,1.50374E+18
BBGRL,500,478,500_ep0.015_0_gilbert_7.in,3,83.6049,1.50374E+18
BBGRL,500,471,500_ep0.015_0_gilbert_7.in,4,83.5874,1.50374E+18
BBGRL,500,459,500_ep0.015_0_gilbert_7.in,5,83.7464,1.50374E+18
BBGRL,500,2,500_ep0.015_0_gilbert_7.in,6,17.2234,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_7.in,7,5.4671,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_7.in,8,5.8798,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_7.in,9,5.796,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_7.in,10,5.3291,1.50374E+18
BBGRL,500,493,500_ep0.015_0_gilbert_6.in,1,20.6,1.50374E+18
BBGRL,500,487,500_ep0.015_0_gilbert_6.in,2,83.5334,1.50374E+18
BBGRL,500,479,500_ep0.015_0_gilbert_6.in,3,83.6978,1.50374E+18
BBGRL,500,472,500_ep0.015_0_gilbert_6.in,4,83.5462,1.50374E+18
BBGRL,500,465,500_ep0.015_0_gilbert_6.in,5,83.547,1.50374E+18
BBGRL,500,459,500_ep0.015_0_gilbert_6.in,6,83.5289,1.50374E+18
BBGRL,500,451,500_ep0.015_0_gilbert_6.in,7,83.5927,1.50374E+18
BBGRL,500,443,500_ep0.015_0_gilbert_6.in,8,83.6234,1.50374E+18
BBGRL,500,426,500_ep0.015_0_gilbert_6.in,9,83.6772,1.50374E+18
BBGRL,500,3,500_ep0.015_0_gilbert_6.in,10,21.0048,1.50374E+18
BBGRL,500,494,500_ep0.02_0_gilbert_8.in,1,22.6344,1.50374E+18
BBGRL,500,488,500_ep0.02_0_gilbert_8.in,2,83.6547,1.50374E+18
BBGRL,500,482,500_ep0.02_0_gilbert_8.in,3,83.6449,1.50374E+18
BBGRL,500,476,500_ep0.02_0_gilbert_8.in,4,83.5728,1.50374E+18
BBGRL,500,472,500_ep0.02_0_gilbert_8.in,5,83.5844,1.50374E+18
BBGRL,500,465,500_ep0.02_0_gilbert_8.in,6,84.2998,1.50374E+18
BBGRL,500,458,500_ep0.02_0_gilbert_8.in,7,83.6234,1.50374E+18
BBGRL,500,451,500_ep0.02_0_gilbert_8.in,8,85.5785,1.50374E+18
BBGRL,500,4,500_ep0.02_0_gilbert_8.in,9,54.15,1.50374E+18
BBGRL,500,2,500_ep0.02_0_gilbert_8.in,10,17.6755,1.50374E+18
BBGRL,500,495,500_ep0.02_0_gilbert_10.in,1,20.0951,1.50374E+18
BBGRL,500,490,500_ep0.02_0_gilbert_10.in,2,64.6705,1.50374E+18
BBGRL,500,485,500_ep0.02_0_gilbert_10.in,3,83.5578,1.50374E+18
BBGRL,500,480,500_ep0.02_0_gilbert_10.in,4,83.5533,1.50374E+18
BBGRL,500,475,500_ep0.02_0_gilbert_10.in,5,83.6895,1.50374E+18
BBGRL,500,469,500_ep0.02_0_gilbert_10.in,6,83.6065,1.50E+18
BBGRL,500,464,500_ep0.02_0_gilbert_10.in,7,83.6191,1.50374E+18
BBGRL,500,458,500_ep0.02_0_gilbert_10.in,8,83.5686,1.50374E+18
BBGRL,500,452,500_ep0.02_0_gilbert_10.in,9,83.8115,1.50374E+18
BBGRL,500,445,500_ep0.02_0_gilbert_10.in,10,83.5643,1.50374E+18
BBGRL,500,492,500_ep0.015_0_gilbert_5.in,1,22.4053,1.50374E+18
BBGRL,500,483,500_ep0.015_0_gilbert_5.in,2,83.6867,1.50374E+18
BBGRL,500,474,500_ep0.015_0_gilbert_5.in,3,83.6028,1.50374E+18
BBGRL,500,3,500_ep0.015_0_gilbert_5.in,4,26.411,1.50E+18
BBGRL,500,1,500_ep0.015_0_gilbert_5.in,5,4.692,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_5.in,6,4.7189,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_5.in,7,4.7612,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_5.in,8,4.848,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_5.in,9,4.9311,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_5.in,10,4.8886,1.50374E+18
BBGRL,500,494,500_ep0.02_0_gilbert_2.in,1,23.7024,1.50374E+18
BBGRL,500,489,500_ep0.02_0_gilbert_2.in,2,83.6582,1.50374E+18
BBGRL,500,482,500_ep0.02_0_gilbert_2.in,3,83.5797,1.50374E+18
BBGRL,500,477,500_ep0.02_0_gilbert_2.in,4,83.576,1.50374E+18
BBGRL,500,471,500_ep0.02_0_gilbert_2.in,5,85.4975,1.50374E+18
BBGRL,500,465,500_ep0.02_0_gilbert_2.in,6,83.6326,1.50374E+18
BBGRL,500,456,500_ep0.02_0_gilbert_2.in,7,83.634,1.50374E+18
BBGRL,500,2,500_ep0.02_0_gilbert_2.in,8,22.0121,1.50374E+18
BBGRL,500,1,500_ep0.02_0_gilbert_2.in,9,8.0082,1.50374E+18
BBGRL,500,1,500_ep0.02_0_gilbert_2.in,10,7.8474,1.50374E+18
BBGRL,500,495,500_ep0.025_0_gilbert_4.in,1,27.9211,1.50374E+18
BBGRL,500,490,500_ep0.025_0_gilbert_4.in,2,83.6101,1.50374E+18
BBGRL,500,484,500_ep0.025_0_gilbert_4.in,3,83.5387,1.50374E+18
BBGRL,500,478,500_ep0.025_0_gilbert_4.in,4,83.7897,1.50374E+18
BBGRL,500,473,500_ep0.025_0_gilbert_4.in,5,83.613,1.50374E+18
BBGRL,500,461,500_ep0.025_0_gilbert_4.in,6,84.0369,1.50374E+18
BBGRL,500,1,500_ep0.025_0_gilbert_4.in,7,7.9322,1.50374E+18
BBGRL,500,1,500_ep0.025_0_gilbert_4.in,8,8.1555,1.50374E+18
BBGRL,500,1,500_ep0.025_0_gilbert_4.in,9,7.9437,1.50374E+18
BBGRL,500,1,500_ep0.025_0_gilbert_4.in,10,8.5457,1.50374E+18
BBGRL,500,493,500_ep0.015_0_gilbert_1.in,1,21.2699,1.50374E+18
BBGRL,500,486,500_ep0.015_0_gilbert_1.in,2,83.5325,1.50374E+18
BBGRL,500,479,500_ep0.015_0_gilbert_1.in,3,83.5543,1.50374E+18
BBGRL,500,472,500_ep0.015_0_gilbert_1.in,4,83.5712,1.50374E+18
BBGRL,500,465,500_ep0.015_0_gilbert_1.in,5,83.5389,1.50374E+18
BBGRL,500,455,500_ep0.015_0_gilbert_1.in,6,83.6076,1.50374E+18
BBGRL,500,2,500_ep0.015_0_gilbert_1.in,7,14.3224,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_1.in,8,6.1852,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_1.in,9,6.4818,1.50374E+18
BBGRL,500,1,500_ep0.015_0_gilbert_1.in,10,6.3411,1.50374E+18
BBGRL,100,94,100_ep0.075_0_gilbert_10.in,1,13.7822,1.50374E+18
BBGRL,100,88,100_ep0.075_0_gilbert_10.in,2,16.7526,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_10.in,3,1.1098,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_10.in,4,0.9982,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_10.in,5,1.0013,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_10.in,6,1.002,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_10.in,7,1.0419,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_10.in,8,1.0001,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_10.in,9,1.2552,1.50374E+18
BBGRL,100,1,100_ep0.075_0_gilbert_10.in,10,0.9955,1.50374E+18
BBGRL,100,90,100_ep0.05_0_gilbert_8.in,1,13.3959,1.50374E+18
BBGRL,100,81,100_ep0.05_0_gilbert_8.in,2,16.7492,1.50374E+18
BBGRL,100,4,100_ep0.05_0_gilbert_8.in,3,3.6511,1.50374E+18
BBGRL,100,2,100_ep0.05_0_gilbert_8.in,4,1.6896,1.50374E+18
BBGRL,100,1,100_ep0.05_0_gilbert_8.in,5,0.8097,1.50374E+18
