10_bst_80g_30p_8-10_1False.txt,4,4,7,4, bst 
10_bst_80g_30p_8-10_2False.txt,2,2,6,2, bst 
10_bst_80g_30p_8-10_3False.txt,3,2,7,2, bst 
10_bst_80g_30p_8-10_4False.txt,4,4,6,6, bst 
10_bst_80g_30p_8-10_5False.txt,4,2,6,2, bst 
10_bst_80g_30p_8-10_6False.txt,5,2,5,2, bst 
10_bst_80g_30p_8-10_7False.txt,8,8,5,8, bst 
10_bst_80g_30p_8-10_8False.txt,5,2,5,2, bst 
10_bst_80g_30p_8-10_9False.txt,2,2,5,2, bst 
10_bst_80g_30p_8-10_10False.txt,3,3,7,7, bst 
10_bst_80g_30p_8-10_11False.txt,4,4,6,6, bst 
10_bst_80g_30p_8-10_12False.txt,8,8,5,8, bst 
10_bst_80g_30p_8-10_13False.txt,6,4,7,4, bst 
10_bst_80g_30p_8-10_14False.txt,4,6,6,4, bst 
10_bst_80g_30p_8-10_15False.txt,4,4,6,6, bst 
10_bst_80g_30p_8-10_16False.txt,7,7,5,7, bst 
10_bst_80g_30p_8-10_17False.txt,5,4,6,6, bst 
10_bst_80g_30p_8-10_18False.txt,4,2,4,2, bst 
10_bst_80g_30p_8-10_19False.txt,4,3,5,3, bst 
10_bst_80g_30p_8-10_20False.txt,3,3,6,3, bst 
10_bst_80g_30p_8-10_21False.txt,2,2,6,2, bst 
10_bst_80g_30p_8-10_22False.txt,2,2,5,2, bst 
10_bst_80g_30p_8-10_23False.txt,7,4,6,5, bst 
10_bst_80g_30p_8-10_24False.txt,7,7,4,7, bst 
10_bst_80g_30p_8-10_25False.txt,6,2,7,2, bst 
10_bst_80g_30p_8-10_26False.txt,5,2,5,2, bst 
10_bst_80g_30p_8-10_27False.txt,2,2,7,2, bst 
10_bst_80g_30p_8-10_28False.txt,3,2,4,2, bst 
10_bst_80g_30p_8-10_29False.txt,3,3,5,3, bst 
10_bst_80g_30p_8-10_30False.txt,3,2,6,2, bst 
20_bst_80g_30p_8-10_1False.txt,14,2,11,2, bst 
20_bst_80g_30p_8-10_2False.txt,12,11,17,11, bst 
20_bst_80g_30p_8-10_3False.txt,8,2,14,2, bst 
20_bst_80g_30p_8-10_4False.txt,11,5,17,5, bst 
20_bst_80g_30p_8-10_5False.txt,14,13,16,5, bst 
20_bst_80g_30p_8-10_6False.txt,14,13,16,9, bst 
20_bst_80g_30p_8-10_7False.txt,14,4,12,4, bst 
20_bst_80g_30p_8-10_8False.txt,14,4,16,4, bst 
20_bst_80g_30p_8-10_9False.txt,14,9,16,9, bst 
20_bst_80g_30p_8-10_10False.txt,14,5,12,5, bst 
20_bst_80g_30p_8-10_11False.txt,7,3,14,3, bst 
20_bst_80g_30p_8-10_12False.txt,13,4,12,4, bst 
20_bst_80g_30p_8-10_13False.txt,15,2,15,2, bst 
20_bst_80g_30p_8-10_14False.txt,12,11,14,9, bst 
20_bst_80g_30p_8-10_15False.txt,12,3,16,3, bst 
20_bst_80g_30p_8-10_16False.txt,15,10,16,10, bst 
20_bst_80g_30p_8-10_17False.txt,16,4,15,4, bst 
20_bst_80g_30p_8-10_18False.txt,13,6,15,6, bst 
20_bst_80g_30p_8-10_19False.txt,11,4,14,4, bst 
20_bst_80g_30p_8-10_20False.txt,11,7,15,10, bst 
20_bst_80g_30p_8-10_21False.txt,5,4,15,4, bst 
20_bst_80g_30p_8-10_22False.txt,11,2,13,2, bst 
20_bst_80g_30p_8-10_23False.txt,13,3,14,3, bst 
20_bst_80g_30p_8-10_24False.txt,4,2,14,2, bst 
20_bst_80g_30p_8-10_25False.txt,11,10,16,12, bst 
20_bst_80g_30p_8-10_26False.txt,14,4,14,4, bst 
20_bst_80g_30p_8-10_27False.txt,8,2,10,2, bst 
20_bst_80g_30p_8-10_28False.txt,15,9,15,9, bst 
20_bst_80g_30p_8-10_29False.txt,16,9,13,7, bst 
20_bst_80g_30p_8-10_30False.txt,10,3,13,3, bst 
30_bst_80g_30p_8-10_1False.txt,25,26,26,24, bst 
30_bst_80g_30p_8-10_2False.txt,27,27,24,27, bst 
30_bst_80g_30p_8-10_3False.txt,26,25,26,25, bst 
30_bst_80g_30p_8-10_4False.txt,26,26,26,24, bst 
30_bst_80g_30p_8-10_5False.txt,24,25,26,24, bst 
30_bst_80g_30p_8-10_6False.txt,27,27,25,27, bst 
30_bst_80g_30p_8-10_7False.txt,25,26,27,26, bst 
30_bst_80g_30p_8-10_8False.txt,24,25,26,24, bst 
30_bst_80g_30p_8-10_9False.txt,25,25,27,25, bst 
30_bst_80g_30p_8-10_10False.txt,28,28,26,28, bst 
30_bst_80g_30p_8-10_11False.txt,28,28,26,28, bst 
30_bst_80g_30p_8-10_12False.txt,23,24,25,24, bst 
30_bst_80g_30p_8-10_13False.txt,27,27,25,27, bst 
30_bst_80g_30p_8-10_14False.txt,25,26,27,25, bst 
30_bst_80g_30p_8-10_15False.txt,26,2,26,2, bst 
30_bst_80g_30p_8-10_16False.txt,25,19,25,21, bst 
30_bst_80g_30p_8-10_17False.txt,27,25,27,27, bst 
30_bst_80g_30p_8-10_18False.txt,26,24,27,25, bst 
30_bst_80g_30p_8-10_19False.txt,26,25,27,26, bst 
30_bst_80g_30p_8-10_20False.txt,26,24,25,21, bst 
30_bst_80g_30p_8-10_21False.txt,25,24,26,25, bst 
30_bst_80g_30p_8-10_22False.txt,26,26,27,26, bst 
30_bst_80g_30p_8-10_23False.txt,25,22,25,22, bst 
30_bst_80g_30p_8-10_24False.txt,26,25,27,27, bst 
30_bst_80g_30p_8-10_25False.txt,26,26,27,25, bst 
30_bst_80g_30p_8-10_26False.txt,27,27,25,27, bst 
30_bst_80g_30p_8-10_27False.txt,25,25,27,27, bst 
30_bst_80g_30p_8-10_28False.txt,26,25,27,26, bst 
30_bst_80g_30p_8-10_29False.txt,26,26,27,25, bst 
30_bst_80g_30p_8-10_30False.txt,25,26,26,26, bst 
